colour	x	y	group	showSelectedlegendcolour
#F8766D	1976	32.9853414634146	5	East Asia & Pacific (all income levels)
#F8766D	1977	32.8409024390244	5	East Asia & Pacific (all income levels)
#F8766D	1978	33.7899024390244	5	East Asia & Pacific (all income levels)
#F8766D	1979	35.7894146341463	5	East Asia & Pacific (all income levels)
#F8766D	1980	38.6240731707317	5	East Asia & Pacific (all income levels)
#F8766D	1981	41.9405853658537	5	East Asia & Pacific (all income levels)
#F8766D	1982	45.2767317073171	5	East Asia & Pacific (all income levels)
#F8766D	1983	48.2511951219512	5	East Asia & Pacific (all income levels)
#F8766D	1984	50.6716097560976	5	East Asia & Pacific (all income levels)
#F8766D	1985	52.4350243902439	5	East Asia & Pacific (all income levels)
#F8766D	1986	53.5709024390244	5	East Asia & Pacific (all income levels)
#F8766D	1987	54.2961463414634	5	East Asia & Pacific (all income levels)
#F8766D	1988	54.7996341463415	5	East Asia & Pacific (all income levels)
#F8766D	1989	55.1478536585366	5	East Asia & Pacific (all income levels)
#F8766D	1990	55.3972926829268	5	East Asia & Pacific (all income levels)
#F8766D	1991	55.5814634146342	5	East Asia & Pacific (all income levels)
#F8766D	1992	55.7143902439024	5	East Asia & Pacific (all income levels)
#F8766D	1993	55.8160487804878	5	East Asia & Pacific (all income levels)
#F8766D	1994	55.9238536585366	5	East Asia & Pacific (all income levels)
#F8766D	1995	56.0652682926829	5	East Asia & Pacific (all income levels)
#F8766D	1996	56.2572682926829	5	East Asia & Pacific (all income levels)
#F8766D	1997	56.4922682926829	5	East Asia & Pacific (all income levels)
#F8766D	1998	56.7671463414634	5	East Asia & Pacific (all income levels)
#F8766D	1999	57.0888292682927	5	East Asia & Pacific (all income levels)
#F8766D	2000	57.4641463414634	5	East Asia & Pacific (all income levels)
#F8766D	2001	57.8964634146341	5	East Asia & Pacific (all income levels)
#F8766D	2002	58.3752195121951	5	East Asia & Pacific (all income levels)
#F8766D	2003	58.8894390243903	5	East Asia & Pacific (all income levels)
#F8766D	2004	59.4286341463415	5	East Asia & Pacific (all income levels)
#F8766D	2005	59.9793902439024	5	East Asia & Pacific (all income levels)
#F8766D	2006	60.5283170731707	5	East Asia & Pacific (all income levels)
#F8766D	2007	61.0645853658537	5	East Asia & Pacific (all income levels)
#F8766D	2008	61.5808536585366	5	East Asia & Pacific (all income levels)
#F8766D	2009	62.0721951219512	5	East Asia & Pacific (all income levels)
#F8766D	2010	62.5362195121951	5	East Asia & Pacific (all income levels)
#F8766D	2011	62.9774146341463	5	East Asia & Pacific (all income levels)
#F8766D	1960	43.4578780487805	7	East Asia & Pacific (all income levels)
#F8766D	1961	43.7722926829268	7	East Asia & Pacific (all income levels)
#F8766D	1962	44.7041951219512	7	East Asia & Pacific (all income levels)
#F8766D	1963	46.323512195122	7	East Asia & Pacific (all income levels)
#F8766D	1964	48.5743902439025	7	East Asia & Pacific (all income levels)
#F8766D	1965	51.2869268292683	7	East Asia & Pacific (all income levels)
#F8766D	1966	54.2011219512195	7	East Asia & Pacific (all income levels)
#F8766D	1967	57.0098780487805	7	East Asia & Pacific (all income levels)
#F8766D	1968	59.4668536585366	7	East Asia & Pacific (all income levels)
#F8766D	1969	61.4486585365854	7	East Asia & Pacific (all income levels)
#F8766D	1970	62.902243902439	7	East Asia & Pacific (all income levels)
#F8766D	1971	63.8667317073171	7	East Asia & Pacific (all income levels)
#F8766D	1972	64.5144390243902	7	East Asia & Pacific (all income levels)
#F8766D	1973	64.9957804878049	7	East Asia & Pacific (all income levels)
#F8766D	1974	65.3712682926829	7	East Asia & Pacific (all income levels)
#F8766D	1975	65.6915609756098	7	East Asia & Pacific (all income levels)
#F8766D	1976	65.9844390243903	7	East Asia & Pacific (all income levels)
#F8766D	1977	66.2510731707317	7	East Asia & Pacific (all income levels)
#F8766D	1978	66.4958048780488	7	East Asia & Pacific (all income levels)
#F8766D	1979	66.7389268292683	7	East Asia & Pacific (all income levels)
#F8766D	1980	66.9938048780488	7	East Asia & Pacific (all income levels)
#F8766D	1981	67.2629268292683	7	East Asia & Pacific (all income levels)
#F8766D	1982	67.5349024390244	7	East Asia & Pacific (all income levels)
#F8766D	1983	67.7998536585366	7	East Asia & Pacific (all income levels)
#F8766D	1984	68.0592682926829	7	East Asia & Pacific (all income levels)
#F8766D	1985	68.3131463414634	7	East Asia & Pacific (all income levels)
#F8766D	1986	68.5594878048781	7	East Asia & Pacific (all income levels)
#F8766D	1987	68.7973170731707	7	East Asia & Pacific (all income levels)
#F8766D	1988	69.0271219512195	7	East Asia & Pacific (all income levels)
#F8766D	1989	69.2469268292683	7	East Asia & Pacific (all income levels)
#F8766D	1990	69.4597317073171	7	East Asia & Pacific (all income levels)
#F8766D	1991	69.6640243902439	7	East Asia & Pacific (all income levels)
#F8766D	1992	69.8618292682927	7	East Asia & Pacific (all income levels)
#F8766D	1993	70.0546341463415	7	East Asia & Pacific (all income levels)
#F8766D	1994	70.2429268292683	7	East Asia & Pacific (all income levels)
#F8766D	1995	70.4247317073171	7	East Asia & Pacific (all income levels)
#F8766D	1996	70.5990243902439	7	East Asia & Pacific (all income levels)
#F8766D	1997	70.7663170731707	7	East Asia & Pacific (all income levels)
#F8766D	1998	70.9270975609756	7	East Asia & Pacific (all income levels)
#F8766D	1999	71.0833902439025	7	East Asia & Pacific (all income levels)
#F8766D	2000	71.2417073170732	7	East Asia & Pacific (all income levels)
#F8766D	2001	71.4055365853659	7	East Asia & Pacific (all income levels)
#F8766D	2002	71.5794390243902	7	East Asia & Pacific (all income levels)
#F8766D	2003	71.7648780487805	7	East Asia & Pacific (all income levels)
#F8766D	2004	71.9623414634146	7	East Asia & Pacific (all income levels)
#F8766D	2005	72.1713170731707	7	East Asia & Pacific (all income levels)
#F8766D	2006	72.3897317073171	7	East Asia & Pacific (all income levels)
#F8766D	2007	72.6125853658537	7	East Asia & Pacific (all income levels)
#F8766D	2008	72.8353414634146	7	East Asia & Pacific (all income levels)
#F8766D	2009	73.056512195122	7	East Asia & Pacific (all income levels)
#F8766D	2010	73.2730975609756	7	East Asia & Pacific (all income levels)
#F8766D	2011	73.4856341463415	7	East Asia & Pacific (all income levels)
#F8766D	1960	55.9504146341463	9	East Asia & Pacific (all income levels)
#F8766D	1961	56.3856341463415	9	East Asia & Pacific (all income levels)
#F8766D	1962	56.8113658536585	9	East Asia & Pacific (all income levels)
#F8766D	1963	57.2270975609756	9	East Asia & Pacific (all income levels)
#F8766D	1964	57.6333170731707	9	East Asia & Pacific (all income levels)
#F8766D	1965	58.0315365853659	9	East Asia & Pacific (all income levels)
#F8766D	1966	58.4217317073171	9	East Asia & Pacific (all income levels)
#F8766D	1967	58.8039024390244	9	East Asia & Pacific (all income levels)
#F8766D	1968	59.1775365853659	9	East Asia & Pacific (all income levels)
#F8766D	1969	59.5436585365854	9	East Asia & Pacific (all income levels)
#F8766D	1970	59.900756097561	9	East Asia & Pacific (all income levels)
#F8766D	1971	60.2468536585366	9	East Asia & Pacific (all income levels)
#F8766D	1972	60.5824634146342	9	East Asia & Pacific (all income levels)
#F8766D	1973	60.9075609756098	9	East Asia & Pacific (all income levels)
#F8766D	1974	61.2226341463415	9	East Asia & Pacific (all income levels)
#F8766D	1975	61.5300975609756	9	East Asia & Pacific (all income levels)
#F8766D	1976	61.8309268292683	9	East Asia & Pacific (all income levels)
#F8766D	1977	62.1290487804878	9	East Asia & Pacific (all income levels)
#F8766D	1978	62.4244634146341	9	East Asia & Pacific (all income levels)
#F8766D	1979	62.7176585365854	9	East Asia & Pacific (all income levels)
#F8766D	1980	63.0091463414634	9	East Asia & Pacific (all income levels)
#F8766D	1981	63.2964634146341	9	East Asia & Pacific (all income levels)
#F8766D	1982	63.5786829268293	9	East Asia & Pacific (all income levels)
#F8766D	1983	63.8533414634146	9	East Asia & Pacific (all income levels)
#F8766D	1984	64.1199756097561	9	East Asia & Pacific (all income levels)
#F8766D	1985	64.3790975609756	9	East Asia & Pacific (all income levels)
#F8766D	1986	64.6297073170732	9	East Asia & Pacific (all income levels)
#F8766D	1987	64.8732926829268	9	East Asia & Pacific (all income levels)
#F8766D	1988	65.1113414634146	9	East Asia & Pacific (all income levels)
#F8766D	1989	65.3438536585366	9	East Asia & Pacific (all income levels)
#F8766D	1990	65.5708536585366	9	East Asia & Pacific (all income levels)
#F8766D	1991	65.7933170731707	9	East Asia & Pacific (all income levels)
#F8766D	1992	66.011243902439	9	East Asia & Pacific (all income levels)
#F8766D	1993	66.2241463414634	9	East Asia & Pacific (all income levels)
#F8766D	1994	66.4335365853659	9	East Asia & Pacific (all income levels)
#F8766D	1995	66.6389024390244	9	East Asia & Pacific (all income levels)
#F8766D	1996	66.840243902439	9	East Asia & Pacific (all income levels)
#F8766D	1997	67.0375609756098	9	East Asia & Pacific (all income levels)
#F8766D	1998	67.2308536585366	9	East Asia & Pacific (all income levels)
#F8766D	1999	67.4201219512195	9	East Asia & Pacific (all income levels)
#F8766D	2000	67.6073170731707	9	East Asia & Pacific (all income levels)
#F8766D	2001	67.7929024390244	9	East Asia & Pacific (all income levels)
#F8766D	2002	67.9773658536586	9	East Asia & Pacific (all income levels)
#F8766D	2003	68.1602682926829	9	East Asia & Pacific (all income levels)
#F8766D	2004	68.3406585365854	9	East Asia & Pacific (all income levels)
#F8766D	2005	68.515243902439	9	East Asia & Pacific (all income levels)
#F8766D	2006	68.6791951219512	9	East Asia & Pacific (all income levels)
#F8766D	2007	68.8316341463415	9	East Asia & Pacific (all income levels)
#F8766D	2008	68.9715853658537	9	East Asia & Pacific (all income levels)
#F8766D	2009	69.1020243902439	9	East Asia & Pacific (all income levels)
#F8766D	2010	69.2258292682927	9	East Asia & Pacific (all income levels)
#F8766D	2011	69.3493170731707	9	East Asia & Pacific (all income levels)
#F8766D	1960	56.3299024390244	11	East Asia & Pacific (all income levels)
#F8766D	1961	56.7528780487805	11	East Asia & Pacific (all income levels)
#F8766D	1962	57.1358292682927	11	East Asia & Pacific (all income levels)
#F8766D	1963	57.5097073170732	11	East Asia & Pacific (all income levels)
#F8766D	1964	57.8945365853659	11	East Asia & Pacific (all income levels)
#F8766D	1965	58.2984146341463	11	East Asia & Pacific (all income levels)
#F8766D	1966	58.7184634146342	11	East Asia & Pacific (all income levels)
#F8766D	1967	59.1347804878049	11	East Asia & Pacific (all income levels)
#F8766D	1968	59.5324146341463	11	East Asia & Pacific (all income levels)
#F8766D	1969	59.9102926829268	11	East Asia & Pacific (all income levels)
#F8766D	1970	60.2612926829268	11	East Asia & Pacific (all income levels)
#F8766D	1971	60.5771951219512	11	East Asia & Pacific (all income levels)
#F8766D	1972	60.8628292682927	11	East Asia & Pacific (all income levels)
#F8766D	1973	61.1305853658537	11	East Asia & Pacific (all income levels)
#F8766D	1974	61.3984146341463	11	East Asia & Pacific (all income levels)
#F8766D	1975	61.7008536585366	11	East Asia & Pacific (all income levels)
#F8766D	1976	62.078512195122	11	East Asia & Pacific (all income levels)
#F8766D	1977	62.5510487804878	11	East Asia & Pacific (all income levels)
#F8766D	1978	63.1216341463415	11	East Asia & Pacific (all income levels)
#F8766D	1979	63.7818292682927	11	East Asia & Pacific (all income levels)
#F8766D	1980	64.4997073170732	11	East Asia & Pacific (all income levels)
#F8766D	1981	65.2317804878049	11	East Asia & Pacific (all income levels)
#F8766D	1982	65.93	11	East Asia & Pacific (all income levels)
#F8766D	1983	66.5583414634146	11	East Asia & Pacific (all income levels)
#F8766D	1984	67.1023414634146	11	East Asia & Pacific (all income levels)
#F8766D	1985	67.5615365853659	11	East Asia & Pacific (all income levels)
#F8766D	1986	67.9504634146342	11	East Asia & Pacific (all income levels)
#F8766D	1987	68.3041219512195	11	East Asia & Pacific (all income levels)
#F8766D	1988	68.6475121951219	11	East Asia & Pacific (all income levels)
#F8766D	1989	68.9900731707317	11	East Asia & Pacific (all income levels)
#F8766D	1990	69.3337804878049	11	East Asia & Pacific (all income levels)
#F8766D	1991	69.6715365853659	11	East Asia & Pacific (all income levels)
#F8766D	1992	69.9952682926829	11	East Asia & Pacific (all income levels)
#F8766D	1993	70.2994390243903	11	East Asia & Pacific (all income levels)
#F8766D	1994	70.5870243902439	11	East Asia & Pacific (all income levels)
#F8766D	1995	70.867512195122	11	East Asia & Pacific (all income levels)
#F8766D	1996	71.1503902439024	11	East Asia & Pacific (all income levels)
#F8766D	1997	71.444756097561	11	East Asia & Pacific (all income levels)
#F8766D	1998	71.7561219512195	11	East Asia & Pacific (all income levels)
#F8766D	1999	72.0825365853659	11	East Asia & Pacific (all income levels)
#F8766D	2000	72.4210731707317	11	East Asia & Pacific (all income levels)
#F8766D	2001	72.7642926829268	11	East Asia & Pacific (all income levels)
#F8766D	2002	73.1012195121951	11	East Asia & Pacific (all income levels)
#F8766D	2003	73.4222926829268	11	East Asia & Pacific (all income levels)
#F8766D	2004	73.722512195122	11	East Asia & Pacific (all income levels)
#F8766D	2005	73.998756097561	11	East Asia & Pacific (all income levels)
#F8766D	2006	74.2494146341463	11	East Asia & Pacific (all income levels)
#F8766D	2007	74.4788780487805	11	East Asia & Pacific (all income levels)
#F8766D	2008	74.6910975609756	11	East Asia & Pacific (all income levels)
#F8766D	2009	74.8895853658537	11	East Asia & Pacific (all income levels)
#F8766D	2010	75.0768780487805	11	East Asia & Pacific (all income levels)
#F8766D	2011	75.2560731707317	11	East Asia & Pacific (all income levels)
#F8766D	1960	61.2263414634146	13	East Asia & Pacific (all income levels)
#F8766D	1961	61.7252926829268	13	East Asia & Pacific (all income levels)
#F8766D	1962	62.2191951219512	13	East Asia & Pacific (all income levels)
#F8766D	1963	62.707	13	East Asia & Pacific (all income levels)
#F8766D	1964	63.186243902439	13	East Asia & Pacific (all income levels)
#F8766D	1965	63.6574146341463	13	East Asia & Pacific (all income levels)
#F8766D	1966	64.1190243902439	13	East Asia & Pacific (all income levels)
#F8766D	1967	64.5715853658537	13	East Asia & Pacific (all income levels)
#F8766D	1968	65.0141463414634	13	East Asia & Pacific (all income levels)
#F8766D	1969	65.4467073170732	13	East Asia & Pacific (all income levels)
#F8766D	1970	65.8673170731708	13	East Asia & Pacific (all income levels)
#F8766D	1971	66.2754878048781	13	East Asia & Pacific (all income levels)
#F8766D	1972	66.6707317073171	13	East Asia & Pacific (all income levels)
#F8766D	1973	67.0530487804878	13	East Asia & Pacific (all income levels)
#F8766D	1974	67.4224390243903	13	East Asia & Pacific (all income levels)
#F8766D	1975	67.7789024390244	13	East Asia & Pacific (all income levels)
#F8766D	1976	68.1224146341463	13	East Asia & Pacific (all income levels)
#F8766D	1977	68.4544390243902	13	East Asia & Pacific (all income levels)
#F8766D	1978	68.7754878048781	13	East Asia & Pacific (all income levels)
#F8766D	1979	69.087512195122	13	East Asia & Pacific (all income levels)
#F8766D	1980	69.3905365853659	13	East Asia & Pacific (all income levels)
#F8766D	1981	69.6865365853659	13	East Asia & Pacific (all income levels)
#F8766D	1982	69.9755365853659	13	East Asia & Pacific (all income levels)
#F8766D	1983	70.2585365853659	13	East Asia & Pacific (all income levels)
#F8766D	1984	70.5355365853659	13	East Asia & Pacific (all income levels)
#F8766D	1985	70.8075365853659	13	East Asia & Pacific (all income levels)
#F8766D	1986	71.0755365853659	13	East Asia & Pacific (all income levels)
#F8766D	1987	71.3375365853659	13	East Asia & Pacific (all income levels)
#F8766D	1988	71.5935365853659	13	East Asia & Pacific (all income levels)
#F8766D	1989	71.8435365853659	13	East Asia & Pacific (all income levels)
#F8766D	1990	72.0855365853659	13	East Asia & Pacific (all income levels)
#F8766D	1991	72.3200487804878	13	East Asia & Pacific (all income levels)
#F8766D	1992	72.5460487804878	13	East Asia & Pacific (all income levels)
#F8766D	1993	72.7625609756098	13	East Asia & Pacific (all income levels)
#F8766D	1994	72.9715609756098	13	East Asia & Pacific (all income levels)
#F8766D	1995	73.1750731707317	13	East Asia & Pacific (all income levels)
#F8766D	1996	73.3745609756098	13	East Asia & Pacific (all income levels)
#F8766D	1997	73.5725365853659	13	East Asia & Pacific (all income levels)
#F8766D	1998	73.77	13	East Asia & Pacific (all income levels)
#F8766D	1999	73.9679512195122	13	East Asia & Pacific (all income levels)
#F8766D	2000	74.1653902439025	13	East Asia & Pacific (all income levels)
#F8766D	2001	74.3608048780488	13	East Asia & Pacific (all income levels)
#F8766D	2002	74.5532195121951	13	East Asia & Pacific (all income levels)
#F8766D	2003	74.7411219512195	13	East Asia & Pacific (all income levels)
#F8766D	2004	74.9240487804878	13	East Asia & Pacific (all income levels)
#F8766D	2005	75.1039512195122	13	East Asia & Pacific (all income levels)
#F8766D	2006	75.2823902439024	13	East Asia & Pacific (all income levels)
#F8766D	2007	75.4598292682927	13	East Asia & Pacific (all income levels)
#F8766D	2008	75.6378048780488	13	East Asia & Pacific (all income levels)
#F8766D	2009	75.8167804878049	13	East Asia & Pacific (all income levels)
#F8766D	2010	75.9942682926829	13	East Asia & Pacific (all income levels)
#F8766D	2011	76.1687804878049	13	East Asia & Pacific (all income levels)
#F8766D	1960	66.9997073170732	15	East Asia & Pacific (all income levels)
#F8766D	1961	67.5793658536585	15	East Asia & Pacific (all income levels)
#F8766D	1962	68.1300975609756	15	East Asia & Pacific (all income levels)
#F8766D	1963	68.6434390243903	15	East Asia & Pacific (all income levels)
#F8766D	1964	69.1183658536585	15	East Asia & Pacific (all income levels)
#F8766D	1965	69.5553902439024	15	East Asia & Pacific (all income levels)
#F8766D	1966	69.9614878048781	15	East Asia & Pacific (all income levels)
#F8766D	1967	70.3466097560976	15	East Asia & Pacific (all income levels)
#F8766D	1968	70.720243902439	15	East Asia & Pacific (all income levels)
#F8766D	1969	71.0878536585366	15	East Asia & Pacific (all income levels)
#F8766D	1970	71.4524390243903	15	East Asia & Pacific (all income levels)
#F8766D	1971	71.4585365853659	15	East Asia & Pacific (all income levels)
#F8766D	1972	71.4560975609756	15	East Asia & Pacific (all income levels)
#F8766D	1973	72.109756097561	15	East Asia & Pacific (all income levels)
#F8766D	1974	72.6121951219512	15	East Asia & Pacific (all income levels)
#F8766D	1975	73.3682926829268	15	East Asia & Pacific (all income levels)
#F8766D	1976	72.819512195122	15	East Asia & Pacific (all income levels)
#F8766D	1977	73.319512195122	15	East Asia & Pacific (all income levels)
#F8766D	1978	73.5756097560976	15	East Asia & Pacific (all income levels)
#F8766D	1979	73.6731707317073	15	East Asia & Pacific (all income levels)
#F8766D	1980	74.6731707317073	15	East Asia & Pacific (all income levels)
#F8766D	1981	75.3243902439025	15	East Asia & Pacific (all income levels)
#F8766D	1982	75.4292682926829	15	East Asia & Pacific (all income levels)
#F8766D	1983	75.2756097560976	15	East Asia & Pacific (all income levels)
#F8766D	1984	76.0292682926829	15	East Asia & Pacific (all income levels)
#F8766D	1985	76.4341463414634	15	East Asia & Pacific (all income levels)
#F8766D	1986	76.6853658536585	15	East Asia & Pacific (all income levels)
#F8766D	1987	76.8829268292683	15	East Asia & Pacific (all income levels)
#F8766D	1988	77.0829268292683	15	East Asia & Pacific (all income levels)
#F8766D	1989	77.0292682926829	15	East Asia & Pacific (all income levels)
#F8766D	1990	77.3804878048781	15	East Asia & Pacific (all income levels)
#F8766D	1991	77.8829268292683	15	East Asia & Pacific (all income levels)
#F8766D	1992	77.6780487804878	15	East Asia & Pacific (all income levels)
#F8766D	1993	78.0317073170732	15	East Asia & Pacific (all income levels)
#F8766D	1994	78.5292682926829	15	East Asia & Pacific (all income levels)
