colour	x	y	showSelectedlegendcolour	fill
#A58AFF	7.699	35.4814146341463	South Asia	#A58AFF
#A58AFF	7.697	35.9168780487805	South Asia	#A58AFF
#A58AFF	7.695	36.3613170731707	South Asia	#A58AFF
#A58AFF	7.693	36.8107317073171	South Asia	#A58AFF
#A58AFF	7.692	37.2571219512195	South Asia	#A58AFF
#A58AFF	7.695	37.6909756097561	South Asia	#A58AFF
#A58AFF	7.701	38.1062926829268	South Asia	#A58AFF
#A58AFF	7.711	38.4965853658537	South Asia	#A58AFF
#A58AFF	7.725	38.8618536585366	South Asia	#A58AFF
#A58AFF	7.742	39.2041219512195	South Asia	#A58AFF
#A58AFF	7.763	39.5269512195122	South Asia	#A58AFF
#A58AFF	7.785	39.8398292682927	South Asia	#A58AFF
#A58AFF	7.807	40.149243902439	South Asia	#A58AFF
#A58AFF	7.829	40.4586829268293	South Asia	#A58AFF
#A58AFF	7.85	40.7705853658537	South Asia	#A58AFF
#A58AFF	7.871	41.0848780487805	South Asia	#A58AFF
#A58AFF	7.893	41.399	South Asia	#A58AFF
#A58AFF	7.915	41.7109268292683	South Asia	#A58AFF
#A58AFF	7.937	42.0211951219512	South Asia	#A58AFF
#A58AFF	7.96	42.3293658536585	South Asia	#A58AFF
#A58AFF	7.984	42.636	South Asia	#A58AFF
#A58AFF	8.01	42.9397317073171	South Asia	#A58AFF
#A58AFF	8.034	43.2420975609756	South Asia	#A58AFF
#A58AFF	8.052	43.5426585365854	South Asia	#A58AFF
#A58AFF	8.058	43.8409024390244	South Asia	#A58AFF
#A58AFF	8.043	44.1368048780488	South Asia	#A58AFF
#A58AFF	8.004	44.4298048780488	South Asia	#A58AFF
#A58AFF	7.939	44.7213414634146	South Asia	#A58AFF
#A58AFF	7.847	45.0098536585366	South Asia	#A58AFF
#A58AFF	7.73	45.2928536585366	South Asia	#A58AFF
#A58AFF	7.595	45.5672682926829	South Asia	#A58AFF
#A58AFF	7.447	45.8331463414634	South Asia	#A58AFF
#A58AFF	7.294	46.0924390243902	South Asia	#A58AFF
#A58AFF	7.14	46.3511951219512	South Asia	#A58AFF
#A58AFF	6.989	46.6164146341463	South Asia	#A58AFF
#A58AFF	6.843	46.8990975609756	South Asia	#A58AFF
#A58AFF	6.7	47.2053170731707	South Asia	#A58AFF
#A58AFF	6.559	47.5385609756098	South Asia	#A58AFF
#A58AFF	6.422	47.8988536585366	South Asia	#A58AFF
#A58AFF	6.288	48.2821951219512	South Asia	#A58AFF
#A58AFF	6.158	48.6805853658537	South Asia	#A58AFF
#53B400	2	72.2480487804878	Latin America & Caribbean (all income levels)	#53B400
#53B400	1.9	73.0082926829268	Latin America & Caribbean (all income levels)	#53B400
#53B400	1.7	74.2463414634146	Latin America & Caribbean (all income levels)	#53B400
#53B400	1.7	74.7317073170732	Latin America & Caribbean (all income levels)	#53B400
#53B400	1.7	75.280487804878	Latin America & Caribbean (all income levels)	#53B400
#C49A00	5.951	62.2543658536585	Europe & Central Asia (all income levels)	#C49A00
#C49A00	5.891	63.2734634146342	Europe & Central Asia (all income levels)	#C49A00
#C49A00	5.808	64.1623414634146	Europe & Central Asia (all income levels)	#C49A00
#C49A00	5.704	64.8870975609756	Europe & Central Asia (all income levels)	#C49A00
#C49A00	5.586	65.4376829268293	Europe & Central Asia (all income levels)	#C49A00
#C49A00	5.458	65.8294390243903	Europe & Central Asia (all income levels)	#C49A00
#C49A00	5.329	66.1000731707317	Europe & Central Asia (all income levels)	#C49A00
#C49A00	5.202	66.3118048780488	Europe & Central Asia (all income levels)	#C49A00
#C49A00	5.083	66.5164390243903	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.972	66.7384634146342	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.872	66.9894390243903	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.778	67.265512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.688	67.5444634146342	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.598	67.813512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.507	68.0722682926829	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.417	68.3258292682927	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.33	68.5777073170732	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.247	68.8343414634146	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.17	69.0996341463415	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.099	69.3770731707317	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.037	69.6740487804878	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.985	70.0004634146341	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.942	70.351243902439	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.904	70.7154146341463	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.865	71.076487804878	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.816	71.3975853658537	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.747	71.6373658536586	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.65	71.7749268292683	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.527	71.8093658536585	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.38	71.7542195121951	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.219	71.6454390243903	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.058	71.5314878048781	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.91	71.4652195121951	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.784	71.487	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.683	71.6177317073171	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.604	71.8702926829268	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.54	72.2410731707317	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.478	72.6960731707317	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.409	73.1978048780488	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.33	73.7218292682927	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.241	74.2387317073171	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.142	74.7236585365854	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.04	75.1612195121951	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.941	75.5420243902439	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.847	75.8591219512195	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.764	76.112	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.692	76.3096341463415	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.635	76.4734146341464	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.59	76.620756097561	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.558	76.7610975609756	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.536	76.9009512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.523	77.0422682926829	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.55	65.8539512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.512	66.2754634146342	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.435	66.701487804878	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.317	67.1300243902439	Europe & Central Asia (all income levels)	#C49A00
#C49A00	4.161	67.5580975609756	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.979	67.9847317073171	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.788	68.4093902439025	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.606	68.8266341463415	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.447	69.2264146341464	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.314	69.5987073170732	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.208	69.9244390243903	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.118	70.1830487804878	Europe & Central Asia (all income levels)	#C49A00
#C49A00	3.032	70.367512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.942	70.4793170731707	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.846	70.5239756097561	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.745	70.527512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.646	70.5234634146342	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.555	70.5364146341463	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.479	70.576	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.421	70.6352926829268	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.385	70.6800975609756	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.373	70.6587317073171	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.381	70.5352195121951	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.406	70.2919268292683	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.441	69.9390487804878	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.481	69.5044146341464	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.519	69.0312195121951	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.549	68.5769268292683	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.566	68.1938536585366	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.565	67.9126097560976	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.538	67.757243902439	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.482	67.7360731707317	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.399	67.8285365853659	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.295	68.012756097561	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.176	68.2789268292683	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.053	68.6204634146342	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.938	69.0294390243903	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.838	69.4916341463415	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.762	69.9855365853659	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.712	70.4924878048781	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.688	70.9894390243903	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.684	71.4580487804878	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.692	71.8896097560976	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.704	72.2783902439025	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.715	72.6164146341464	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.724	72.9007073170732	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.728	73.1342195121951	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.731	73.3278292682927	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.734	73.4959512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.735	73.6455365853658	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.736	73.7835609756098	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.736	73.9160243902439	Europe & Central Asia (all income levels)	#C49A00
#FB61D7	7.316	32.9853414634146	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.354	33.3862195121951	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.385	33.7870975609756	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.41	34.1879512195122	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.425	34.5883170731707	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.43	34.9891707317073	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.422	35.391512195122	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.403	35.7958536585366	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.375	36.2011951219512	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.339	36.6060487804878	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.301	37.0114146341463	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.264	37.4192926829268	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.232	37.8262195121951	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.208	38.2276585365854	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.192	38.6156585365854	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.185	38.979243902439	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.186	39.305	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.189	39.5854146341463	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.194	39.8194390243902	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.197	40.0089756097561	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.2	40.1618048780488	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.201	40.2902195121951	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.203	40.4100487804878	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.205	40.5297804878049	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.207	40.655487804878	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.208	40.7803414634146	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.206	40.8905609756098	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.202	40.9779756097561	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.194	41.0418048780488	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.182	41.091243902439	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.165	41.1414146341463	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.144	41.2088780487805	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.12	41.3145365853659	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.093	41.4781951219512	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.063	41.7162195121951	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	7.03	42.0509268292683	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.997	42.5016097560976	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.963	43.0616341463415	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.925	43.7143170731707	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.882	44.4390975609756	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.826	45.2049268292683	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.751	45.9733170731707	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.654	46.7119268292683	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.533	47.3933658536585	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.391	48.0037073170732	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.233	48.5384390243903	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	6.066	49.0071463414634	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	5.898	49.4352926829268	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	5.736	49.8474146341463	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	5.584	50.2510243902439	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	5.443	50.6536585365854	Sub-Saharan Africa (all income levels)	#FB61D7
#FB61D7	5.313	51.0593170731707	Sub-Saharan Africa (all income levels)	#FB61D7
#53B400	3.109	65.1751463414634	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.1	65.2966341463415	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.089	65.389243902439	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.078	65.4655365853659	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.068	65.5390731707317	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.058	65.6258780487805	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.051	65.7409512195122	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.048	65.888243902439	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.049	66.0722195121951	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.056	66.2933170731707	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.073	66.548512195122	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.104	66.8302926829268	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.148	67.1246097560976	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.203	67.4204390243903	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.264	67.7132682926829	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.321	68.0030731707317	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.366	68.2918292682927	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.391	68.5840487804878	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.391	68.881243902439	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.368	69.1794390243903	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.325	69.4696097560976	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.27	69.7417804878049	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.213	69.9904390243903	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.163	70.2121219512195	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.123	70.4093170731707	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.093	70.586512195122	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.073	70.7537073170732	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.056	70.9223902439024	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.037	71.1005365853659	Latin America & Caribbean (all income levels)	#53B400
#53B400	3.016	71.2921707317073	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.989	71.4982926829268	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.956	71.7179268292683	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.918	71.9440731707317	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.875	72.171756097561	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.827	72.3984390243903	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.774	72.6236341463415	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.717	72.8462926829268	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.657	73.0673902439025	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.596	73.2864634146342	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.535	73.5034634146342	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.477	73.7179756097561	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.425	73.929512195122	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.379	74.1386097560976	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.341	74.3442926829268	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.31	74.5455853658537	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.287	74.7414634146342	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.269	74.9314390243902	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.254	75.1149756097561	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.24	75.2925365853659	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.226	75.4640975609756	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.211	75.6321463414634	Latin America & Caribbean (all income levels)	#53B400
#53B400	2.196	75.7976585365854	Latin America & Caribbean (all income levels)	#53B400
#C49A00	2.69	68.5856097560976	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.799	69.5773170731707	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.798	69.309512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.811	69.4436585365854	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.77	69.9219512195122	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.685	69.7221951219512	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.662	70.0458536585366	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.63	69.9178048780488	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.591	70.0575609756098	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.496	69.8331707317073	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.29	69.8907317073171	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.202	70.0692682926829	Europe & Central Asia (all income levels)	#C49A00
#C49A00	2.102	70.4136585365854	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.97	70.9792682926829	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.95	70.9624390243903	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.82	71.0841463414634	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.698	71.5512195121951	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.641	71.8953658536585	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.621	71.9670731707317	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.6	72.2873170731708	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.62	72.4236585365854	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.67	72.7580487804878	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.66	72.8970731707317	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.56	72.9685365853659	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.53	73.5275609756098	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.46	73.7451219512195	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.47	74.2229268292683	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.42	74.6692682926829	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.43	75.1441463414634	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.45	75.2480487804878	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.45	75.53	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.5	75.5678048780488	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.49	75.8553658536585	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.48	76.1063414634146	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.44	76.4570731707317	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.4	76.7156097560976	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.42	76.9836585365854	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.36	77.3875609756098	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.37	77.5731707317073	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.34	77.7756097560976	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.36	78.0268292682927	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.33	78.5268292682927	Europe & Central Asia (all income levels)	#C49A00
#C49A00	1.39	78.6780487804878	Europe & Central Asia (all income levels)	#C49A00
