colour	x	y	group	showSelectedlegendcolour
#F8766D	1999	1.755	1	East Asia & Pacific (all income levels)
#F8766D	2000	1.756	1	East Asia & Pacific (all income levels)
#F8766D	2001	1.739	1	East Asia & Pacific (all income levels)
#F8766D	2002	1.756	1	East Asia & Pacific (all income levels)
#F8766D	2003	1.748	1	East Asia & Pacific (all income levels)
#F8766D	2004	1.768	1	East Asia & Pacific (all income levels)
#F8766D	2005	1.807	1	East Asia & Pacific (all income levels)
#F8766D	2006	1.883	1	East Asia & Pacific (all income levels)
#F8766D	2007	1.931	1	East Asia & Pacific (all income levels)
#F8766D	2008	1.933	1	East Asia & Pacific (all income levels)
#F8766D	2009	1.857	1	East Asia & Pacific (all income levels)
#F8766D	2010	1.87	1	East Asia & Pacific (all income levels)
#F8766D	2011	1.87	1	East Asia & Pacific (all income levels)
#F8766D	1960	6.487	3	East Asia & Pacific (all income levels)
#F8766D	1961	6.487	3	East Asia & Pacific (all income levels)
#F8766D	1962	6.448	3	East Asia & Pacific (all income levels)
#F8766D	1963	6.36	3	East Asia & Pacific (all income levels)
#F8766D	1964	6.227	3	East Asia & Pacific (all income levels)
#F8766D	1965	6.068	3	East Asia & Pacific (all income levels)
#F8766D	1966	5.918	3	East Asia & Pacific (all income levels)
#F8766D	1967	5.804	3	East Asia & Pacific (all income levels)
#F8766D	1968	5.742	3	East Asia & Pacific (all income levels)
#F8766D	1969	5.731	3	East Asia & Pacific (all income levels)
#F8766D	1970	5.751	3	East Asia & Pacific (all income levels)
#F8766D	1971	5.771	3	East Asia & Pacific (all income levels)
#F8766D	1972	5.758	3	East Asia & Pacific (all income levels)
#F8766D	1973	5.687	3	East Asia & Pacific (all income levels)
#F8766D	1974	5.555	3	East Asia & Pacific (all income levels)
#F8766D	1975	5.365	3	East Asia & Pacific (all income levels)
#F8766D	1976	5.132	3	East Asia & Pacific (all income levels)
#F8766D	1977	4.884	3	East Asia & Pacific (all income levels)
#F8766D	1978	4.645	3	East Asia & Pacific (all income levels)
#F8766D	1979	4.429	3	East Asia & Pacific (all income levels)
#F8766D	1980	4.246	3	East Asia & Pacific (all income levels)
#F8766D	1981	4.103	3	East Asia & Pacific (all income levels)
#F8766D	1982	3.992	3	East Asia & Pacific (all income levels)
#F8766D	1983	3.906	3	East Asia & Pacific (all income levels)
#F8766D	1984	3.843	3	East Asia & Pacific (all income levels)
#F8766D	1985	3.794	3	East Asia & Pacific (all income levels)
#F8766D	1986	3.755	3	East Asia & Pacific (all income levels)
#F8766D	1987	3.715	3	East Asia & Pacific (all income levels)
#F8766D	1988	3.668	3	East Asia & Pacific (all income levels)
#F8766D	1989	3.608	3	East Asia & Pacific (all income levels)
#F8766D	1990	3.532	3	East Asia & Pacific (all income levels)
#F8766D	1991	3.435	3	East Asia & Pacific (all income levels)
#F8766D	1992	3.321	3	East Asia & Pacific (all income levels)
#F8766D	1993	3.197	3	East Asia & Pacific (all income levels)
#F8766D	1994	3.064	3	East Asia & Pacific (all income levels)
#F8766D	1995	2.929	3	East Asia & Pacific (all income levels)
#F8766D	1996	2.798	3	East Asia & Pacific (all income levels)
#F8766D	1997	2.677	3	East Asia & Pacific (all income levels)
#F8766D	1998	2.569	3	East Asia & Pacific (all income levels)
#F8766D	1999	2.477	3	East Asia & Pacific (all income levels)
#F8766D	2000	2.401	3	East Asia & Pacific (all income levels)
#F8766D	2001	2.341	3	East Asia & Pacific (all income levels)
#F8766D	2002	2.292	3	East Asia & Pacific (all income levels)
#F8766D	2003	2.25	3	East Asia & Pacific (all income levels)
#F8766D	2004	2.213	3	East Asia & Pacific (all income levels)
#F8766D	2005	2.179	3	East Asia & Pacific (all income levels)
#F8766D	2006	2.148	3	East Asia & Pacific (all income levels)
#F8766D	2007	2.119	3	East Asia & Pacific (all income levels)
#F8766D	2008	2.092	3	East Asia & Pacific (all income levels)
#F8766D	2009	2.066	3	East Asia & Pacific (all income levels)
#F8766D	2010	2.042	3	East Asia & Pacific (all income levels)
#F8766D	2011	2.017	3	East Asia & Pacific (all income levels)
#F8766D	1960	6.3	5	East Asia & Pacific (all income levels)
#F8766D	1961	6.304	5	East Asia & Pacific (all income levels)
#F8766D	1962	6.31	5	East Asia & Pacific (all income levels)
#F8766D	1963	6.316	5	East Asia & Pacific (all income levels)
#F8766D	1964	6.316	5	East Asia & Pacific (all income levels)
#F8766D	1965	6.306	5	East Asia & Pacific (all income levels)
#F8766D	1966	6.278	5	East Asia & Pacific (all income levels)
#F8766D	1967	6.229	5	East Asia & Pacific (all income levels)
#F8766D	1968	6.155	5	East Asia & Pacific (all income levels)
#F8766D	1969	6.056	5	East Asia & Pacific (all income levels)
#F8766D	1970	5.924	5	East Asia & Pacific (all income levels)
#F8766D	1971	5.747	5	East Asia & Pacific (all income levels)
#F8766D	1972	5.534	5	East Asia & Pacific (all income levels)
#F8766D	1973	5.302	5	East Asia & Pacific (all income levels)
#F8766D	1974	5.075	5	East Asia & Pacific (all income levels)
#F8766D	1975	4.901	5	East Asia & Pacific (all income levels)
#F8766D	1976	4.839	5	East Asia & Pacific (all income levels)
#F8766D	1977	4.915	5	East Asia & Pacific (all income levels)
#F8766D	1978	5.129	5	East Asia & Pacific (all income levels)
#F8766D	1979	5.462	5	East Asia & Pacific (all income levels)
#F8766D	1980	5.862	5	East Asia & Pacific (all income levels)
#F8766D	1981	6.255	5	East Asia & Pacific (all income levels)
#F8766D	1982	6.57	5	East Asia & Pacific (all income levels)
#F8766D	1983	6.758	5	East Asia & Pacific (all income levels)
#F8766D	1984	6.802	5	East Asia & Pacific (all income levels)
#F8766D	1985	6.711	5	East Asia & Pacific (all income levels)
#F8766D	1986	6.523	5	East Asia & Pacific (all income levels)
#F8766D	1987	6.297	5	East Asia & Pacific (all income levels)
#F8766D	1988	6.083	5	East Asia & Pacific (all income levels)
#F8766D	1989	5.896	5	East Asia & Pacific (all income levels)
#F8766D	1990	5.741	5	East Asia & Pacific (all income levels)
#F8766D	1991	5.605	5	East Asia & Pacific (all income levels)
#F8766D	1992	5.464	5	East Asia & Pacific (all income levels)
#F8766D	1993	5.301	5	East Asia & Pacific (all income levels)
#F8766D	1994	5.113	5	East Asia & Pacific (all income levels)
#F8766D	1995	4.903	5	East Asia & Pacific (all income levels)
#F8766D	1996	4.678	5	East Asia & Pacific (all income levels)
#F8766D	1997	4.45	5	East Asia & Pacific (all income levels)
#F8766D	1998	4.227	5	East Asia & Pacific (all income levels)
#F8766D	1999	4.017	5	East Asia & Pacific (all income levels)
#F8766D	2000	3.822	5	East Asia & Pacific (all income levels)
#F8766D	2001	3.643	5	East Asia & Pacific (all income levels)
#F8766D	2002	3.479	5	East Asia & Pacific (all income levels)
#F8766D	2003	3.327	5	East Asia & Pacific (all income levels)
#F8766D	2004	3.188	5	East Asia & Pacific (all income levels)
#F8766D	2005	3.06	5	East Asia & Pacific (all income levels)
#F8766D	2006	2.944	5	East Asia & Pacific (all income levels)
#F8766D	2007	2.84	5	East Asia & Pacific (all income levels)
#F8766D	2008	2.745	5	East Asia & Pacific (all income levels)
#F8766D	2009	2.659	5	East Asia & Pacific (all income levels)
#F8766D	2010	2.581	5	East Asia & Pacific (all income levels)
#F8766D	2011	2.51	5	East Asia & Pacific (all income levels)
#F8766D	1960	5.469	7	East Asia & Pacific (all income levels)
#F8766D	1961	5.523	7	East Asia & Pacific (all income levels)
#F8766D	1962	5.602	7	East Asia & Pacific (all income levels)
#F8766D	1963	5.697	7	East Asia & Pacific (all income levels)
#F8766D	1964	5.793	7	East Asia & Pacific (all income levels)
#F8766D	1965	5.872	7	East Asia & Pacific (all income levels)
#F8766D	1966	5.914	7	East Asia & Pacific (all income levels)
#F8766D	1967	5.906	7	East Asia & Pacific (all income levels)
#F8766D	1968	5.841	7	East Asia & Pacific (all income levels)
#F8766D	1969	5.712	7	East Asia & Pacific (all income levels)
#F8766D	1970	5.512	7	East Asia & Pacific (all income levels)
#F8766D	1971	5.24	7	East Asia & Pacific (all income levels)
#F8766D	1972	4.91	7	East Asia & Pacific (all income levels)
#F8766D	1973	4.544	7	East Asia & Pacific (all income levels)
#F8766D	1974	4.16	7	East Asia & Pacific (all income levels)
#F8766D	1975	3.783	7	East Asia & Pacific (all income levels)
#F8766D	1976	3.439	7	East Asia & Pacific (all income levels)
#F8766D	1977	3.144	7	East Asia & Pacific (all income levels)
#F8766D	1978	2.907	7	East Asia & Pacific (all income levels)
#F8766D	1979	2.736	7	East Asia & Pacific (all income levels)
#F8766D	1980	2.632	7	East Asia & Pacific (all income levels)
#F8766D	1981	2.589	7	East Asia & Pacific (all income levels)
#F8766D	1982	2.586	7	East Asia & Pacific (all income levels)
#F8766D	1983	2.602	7	East Asia & Pacific (all income levels)
#F8766D	1984	2.625	7	East Asia & Pacific (all income levels)
#F8766D	1985	2.639	7	East Asia & Pacific (all income levels)
#F8766D	1986	2.629	7	East Asia & Pacific (all income levels)
#F8766D	1987	2.594	7	East Asia & Pacific (all income levels)
#F8766D	1988	2.532	7	East Asia & Pacific (all income levels)
#F8766D	1989	2.444	7	East Asia & Pacific (all income levels)
#F8766D	1990	2.336	7	East Asia & Pacific (all income levels)
#F8766D	1991	2.219	7	East Asia & Pacific (all income levels)
#F8766D	1992	2.106	7	East Asia & Pacific (all income levels)
#F8766D	1993	2.007	7	East Asia & Pacific (all income levels)
#F8766D	1994	1.927	7	East Asia & Pacific (all income levels)
#F8766D	1995	1.868	7	East Asia & Pacific (all income levels)
#F8766D	1996	1.828	7	East Asia & Pacific (all income levels)
#F8766D	1997	1.799	7	East Asia & Pacific (all income levels)
#F8766D	1998	1.776	7	East Asia & Pacific (all income levels)
#F8766D	1999	1.755	7	East Asia & Pacific (all income levels)
#F8766D	2000	1.737	7	East Asia & Pacific (all income levels)
#F8766D	2001	1.72	7	East Asia & Pacific (all income levels)
#F8766D	2002	1.705	7	East Asia & Pacific (all income levels)
#F8766D	2003	1.692	7	East Asia & Pacific (all income levels)
#F8766D	2004	1.68	7	East Asia & Pacific (all income levels)
#F8766D	2005	1.668	7	East Asia & Pacific (all income levels)
#F8766D	2006	1.656	7	East Asia & Pacific (all income levels)
#F8766D	2007	1.643	7	East Asia & Pacific (all income levels)
#F8766D	2008	1.629	7	East Asia & Pacific (all income levels)
#F8766D	2009	1.614	7	East Asia & Pacific (all income levels)
#F8766D	2010	1.598	7	East Asia & Pacific (all income levels)
#F8766D	2011	1.582	7	East Asia & Pacific (all income levels)
#F8766D	1960	6.461	9	East Asia & Pacific (all income levels)
#F8766D	1961	6.281	9	East Asia & Pacific (all income levels)
#F8766D	1962	6.085	9	East Asia & Pacific (all income levels)
#F8766D	1963	5.881	9	East Asia & Pacific (all income levels)
#F8766D	1964	5.676	9	East Asia & Pacific (all income levels)
#F8766D	1965	5.475	9	East Asia & Pacific (all income levels)
#F8766D	1966	5.278	9	East Asia & Pacific (all income levels)
#F8766D	1967	5.083	9	East Asia & Pacific (all income levels)
#F8766D	1968	4.892	9	East Asia & Pacific (all income levels)
#F8766D	1969	4.71	9	East Asia & Pacific (all income levels)
#F8766D	1970	4.543	9	East Asia & Pacific (all income levels)
#F8766D	1971	4.397	9	East Asia & Pacific (all income levels)
#F8766D	1972	4.275	9	East Asia & Pacific (all income levels)
#F8766D	1973	4.178	9	East Asia & Pacific (all income levels)
#F8766D	1974	4.106	9	East Asia & Pacific (all income levels)
#F8766D	1975	4.054	9	East Asia & Pacific (all income levels)
#F8766D	1976	4.018	9	East Asia & Pacific (all income levels)
#F8766D	1977	3.992	9	East Asia & Pacific (all income levels)
#F8766D	1978	3.968	9	East Asia & Pacific (all income levels)
#F8766D	1979	3.941	9	East Asia & Pacific (all income levels)
#F8766D	1980	3.907	9	East Asia & Pacific (all income levels)
#F8766D	1981	3.864	9	East Asia & Pacific (all income levels)
#F8766D	1982	3.813	9	East Asia & Pacific (all income levels)
#F8766D	1983	3.755	9	East Asia & Pacific (all income levels)
#F8766D	1984	3.693	9	East Asia & Pacific (all income levels)
#F8766D	1985	3.629	9	East Asia & Pacific (all income levels)
#F8766D	1986	3.568	9	East Asia & Pacific (all income levels)
#F8766D	1987	3.512	9	East Asia & Pacific (all income levels)
#F8766D	1988	3.465	9	East Asia & Pacific (all income levels)
#F8766D	1989	3.427	9	East Asia & Pacific (all income levels)
#F8766D	1990	3.398	9	East Asia & Pacific (all income levels)
#F8766D	1991	3.374	9	East Asia & Pacific (all income levels)
#F8766D	1992	3.352	9	East Asia & Pacific (all income levels)
#F8766D	1993	3.33	9	East Asia & Pacific (all income levels)
#F8766D	1994	3.305	9	East Asia & Pacific (all income levels)
#F8766D	1995	3.276	9	East Asia & Pacific (all income levels)
#F8766D	1996	3.244	9	East Asia & Pacific (all income levels)
#F8766D	1997	3.209	9	East Asia & Pacific (all income levels)
#F8766D	1998	3.171	9	East Asia & Pacific (all income levels)
#F8766D	1999	3.132	9	East Asia & Pacific (all income levels)
#F8766D	2000	3.09	9	East Asia & Pacific (all income levels)
#F8766D	2001	3.047	9	East Asia & Pacific (all income levels)
#F8766D	2002	3.001	9	East Asia & Pacific (all income levels)
#F8766D	2003	2.954	9	East Asia & Pacific (all income levels)
#F8766D	2004	2.907	9	East Asia & Pacific (all income levels)
#F8766D	2005	2.86	9	East Asia & Pacific (all income levels)
#F8766D	2006	2.816	9	East Asia & Pacific (all income levels)
#F8766D	2007	2.774	9	East Asia & Pacific (all income levels)
#F8766D	2008	2.735	9	East Asia & Pacific (all income levels)
#F8766D	2009	2.7	9	East Asia & Pacific (all income levels)
#F8766D	2010	2.668	9	East Asia & Pacific (all income levels)
#F8766D	2011	2.639	9	East Asia & Pacific (all income levels)
#F8766D	1960	6.508	11	East Asia & Pacific (all income levels)
#F8766D	1961	6.524	11	East Asia & Pacific (all income levels)
#F8766D	1962	6.529	11	East Asia & Pacific (all income levels)
#F8766D	1963	6.518	11	East Asia & Pacific (all income levels)
#F8766D	1964	6.49	11	East Asia & Pacific (all income levels)
#F8766D	1965	6.439	11	East Asia & Pacific (all income levels)
#F8766D	1966	6.357	11	East Asia & Pacific (all income levels)
#F8766D	1967	6.243	11	East Asia & Pacific (all income levels)
#F8766D	1968	6.096	11	East Asia & Pacific (all income levels)
#F8766D	1969	5.921	11	East Asia & Pacific (all income levels)
#F8766D	1970	5.722	11	East Asia & Pacific (all income levels)
#F8766D	1971	5.505	11	East Asia & Pacific (all income levels)
#F8766D	1972	5.279	11	East Asia & Pacific (all income levels)
#F8766D	1973	5.055	11	East Asia & Pacific (all income levels)
#F8766D	1974	4.841	11	East Asia & Pacific (all income levels)
#F8766D	1975	4.643	11	East Asia & Pacific (all income levels)
#F8766D	1976	4.466	11	East Asia & Pacific (all income levels)
#F8766D	1977	4.312	11	East Asia & Pacific (all income levels)
#F8766D	1978	4.177	11	East Asia & Pacific (all income levels)
#F8766D	1979	4.064	11	East Asia & Pacific (all income levels)
#F8766D	1980	3.971	11	East Asia & Pacific (all income levels)
#F8766D	1981	3.897	11	East Asia & Pacific (all income levels)
#F8766D	1982	3.839	11	East Asia & Pacific (all income levels)
#F8766D	1983	3.79	11	East Asia & Pacific (all income levels)
#F8766D	1984	3.745	11	East Asia & Pacific (all income levels)
#F8766D	1985	3.698	11	East Asia & Pacific (all income levels)
#F8766D	1986	3.644	11	East Asia & Pacific (all income levels)
#F8766D	1987	3.581	11	East Asia & Pacific (all income levels)
#F8766D	1988	3.507	11	East Asia & Pacific (all income levels)
#F8766D	1989	3.421	11	East Asia & Pacific (all income levels)
#F8766D	1990	3.324	11	East Asia & Pacific (all income levels)
#F8766D	1991	3.219	11	East Asia & Pacific (all income levels)
#F8766D	1992	3.11	11	East Asia & Pacific (all income levels)
#F8766D	1993	3.003	11	East Asia & Pacific (all income levels)
#F8766D	1994	2.901	11	East Asia & Pacific (all income levels)
#F8766D	1995	2.805	11	East Asia & Pacific (all income levels)
#F8766D	1996	2.718	11	East Asia & Pacific (all income levels)
#F8766D	1997	2.64	11	East Asia & Pacific (all income levels)
#F8766D	1998	2.571	11	East Asia & Pacific (all income levels)
#F8766D	1999	2.509	11	East Asia & Pacific (all income levels)
#F8766D	2000	2.455	11	East Asia & Pacific (all income levels)
#F8766D	2001	2.406	11	East Asia & Pacific (all income levels)
#F8766D	2002	2.363	11	East Asia & Pacific (all income levels)
#F8766D	2003	2.322	11	East Asia & Pacific (all income levels)
#F8766D	2004	2.282	11	East Asia & Pacific (all income levels)
#F8766D	2005	2.245	11	East Asia & Pacific (all income levels)
#F8766D	2006	2.209	11	East Asia & Pacific (all income levels)
#F8766D	2007	2.176	11	East Asia & Pacific (all income levels)
#F8766D	2008	2.145	11	East Asia & Pacific (all income levels)
#F8766D	2009	2.116	11	East Asia & Pacific (all income levels)
#F8766D	2010	2.09	11	East Asia & Pacific (all income levels)
#F8766D	2011	2.065	11	East Asia & Pacific (all income levels)
#F8766D	1960	6.052	13	East Asia & Pacific (all income levels)
#F8766D	1961	6.048	13	East Asia & Pacific (all income levels)
#F8766D	1962	5.984	13	East Asia & Pacific (all income levels)
#F8766D	1963	5.857	13	East Asia & Pacific (all income levels)
#F8766D	1964	5.67	13	East Asia & Pacific (all income levels)
#F8766D	1965	5.439	13	East Asia & Pacific (all income levels)
#F8766D	1966	5.187	13	East Asia & Pacific (all income levels)
#F8766D	1967	4.939	13	East Asia & Pacific (all income levels)
#F8766D	1968	4.716	13	East Asia & Pacific (all income levels)
#F8766D	1969	4.526	13	East Asia & Pacific (all income levels)
#F8766D	1970	4.372	13	East Asia & Pacific (all income levels)
#F8766D	1971	4.248	13	East Asia & Pacific (all income levels)
#F8766D	1972	4.137	13	East Asia & Pacific (all income levels)
#F8766D	1973	4.028	13	East Asia & Pacific (all income levels)
#F8766D	1974	3.917	13	East Asia & Pacific (all income levels)
#F8766D	1975	3.801	13	East Asia & Pacific (all income levels)
#F8766D	1976	3.681	13	East Asia & Pacific (all income levels)
#F8766D	1977	3.561	13	East Asia & Pacific (all income levels)
#F8766D	1978	3.447	13	East Asia & Pacific (all income levels)
#F8766D	1979	3.34	13	East Asia & Pacific (all income levels)
#F8766D	1980	3.247	13	East Asia & Pacific (all income levels)
#F8766D	1981	3.173	13	East Asia & Pacific (all income levels)
#F8766D	1982	3.12	13	East Asia & Pacific (all income levels)
#F8766D	1983	3.088	13	East Asia & Pacific (all income levels)
#F8766D	1984	3.076	13	East Asia & Pacific (all income levels)
#F8766D	1985	3.079	13	East Asia & Pacific (all income levels)
#F8766D	1986	3.092	13	East Asia & Pacific (all income levels)
#F8766D	1987	3.108	13	East Asia & Pacific (all income levels)
#F8766D	1988	3.122	13	East Asia & Pacific (all income levels)
#F8766D	1989	3.13	13	East Asia & Pacific (all income levels)
#F8766D	1990	3.131	13	East Asia & Pacific (all income levels)
#F8766D	1991	3.124	13	East Asia & Pacific (all income levels)
#F8766D	1992	3.114	13	East Asia & Pacific (all income levels)
#F8766D	1993	3.101	13	East Asia & Pacific (all income levels)
#F8766D	1994	3.086	13	East Asia & Pacific (all income levels)
#F8766D	1995	3.067	13	East Asia & Pacific (all income levels)
#F8766D	1996	3.042	13	East Asia & Pacific (all income levels)
#F8766D	1997	3.01	13	East Asia & Pacific (all income levels)
#F8766D	1998	2.972	13	East Asia & Pacific (all income levels)
#F8766D	1999	2.927	13	East Asia & Pacific (all income levels)
#F8766D	2000	2.878	13	East Asia & Pacific (all income levels)
#F8766D	2001	2.825	13	East Asia & Pacific (all income levels)
#F8766D	2002	2.772	13	East Asia & Pacific (all income levels)
#F8766D	2003	2.721	13	East Asia & Pacific (all income levels)
#F8766D	2004	2.673	13	East Asia & Pacific (all income levels)
#F8766D	2005	2.63	13	East Asia & Pacific (all income levels)
#F8766D	2006	2.591	13	East Asia & Pacific (all income levels)
#F8766D	2007	2.556	13	East Asia & Pacific (all income levels)
#F8766D	2008	2.524	13	East Asia & Pacific (all income levels)
#F8766D	2009	2.496	13	East Asia & Pacific (all income levels)
#F8766D	2010	2.47	13	East Asia & Pacific (all income levels)
#F8766D	2011	2.446	13	East Asia & Pacific (all income levels)
#F8766D	1960	5.162	15	East Asia & Pacific (all income levels)
#F8766D	1961	5.213	15	East Asia & Pacific (all income levels)
#F8766D	1962	5.18	15	East Asia & Pacific (all income levels)
#F8766D	1963	5.051	15	East Asia & Pacific (all income levels)
#F8766D	1964	4.833	15	East Asia & Pacific (all income levels)
#F8766D	1965	4.551	15	East Asia & Pacific (all income levels)
#F8766D	1966	4.246	15	East Asia & Pacific (all income levels)
#F8766D	1967	3.959	15	East Asia & Pacific (all income levels)
#F8766D	1968	3.722	15	East Asia & Pacific (all income levels)
#F8766D	1969	3.545	15	East Asia & Pacific (all income levels)
#F8766D	1970	3.421	15	East Asia & Pacific (all income levels)
#F8766D	1971	3.459	15	East Asia & Pacific (all income levels)
#F8766D	1972	3.315	15	East Asia & Pacific (all income levels)
#F8766D	1973	3.177	15	East Asia & Pacific (all income levels)
#F8766D	1974	2.967	15	East Asia & Pacific (all income levels)
#F8766D	1975	2.666	15	East Asia & Pacific (all income levels)
#F8766D	1976	2.48	15	East Asia & Pacific (all income levels)
#F8766D	1977	2.376	15	East Asia & Pacific (all income levels)
#F8766D	1978	2.272	15	East Asia & Pacific (all income levels)
#F8766D	1979	2.12	15	East Asia & Pacific (all income levels)
#F8766D	1980	2.047	15	East Asia & Pacific (all income levels)
#F8766D	1981	1.933	15	East Asia & Pacific (all income levels)
#F8766D	1982	1.86	15	East Asia & Pacific (all income levels)
#F8766D	1983	1.722	15	East Asia & Pacific (all income levels)
#F8766D	1984	1.559	15	East Asia & Pacific (all income levels)
#F8766D	1985	1.491	15	East Asia & Pacific (all income levels)
#F8766D	1986	1.367	15	East Asia & Pacific (all income levels)
#F8766D	1987	1.311	15	East Asia & Pacific (all income levels)
#F8766D	1988	1.4	15	East Asia & Pacific (all income levels)
#F8766D	1989	1.296	15	East Asia & Pacific (all income levels)
#F8766D	1990	1.272	15	East Asia & Pacific (all income levels)
#F8766D	1991	1.281	15	East Asia & Pacific (all income levels)
#F8766D	1992	1.347	15	East Asia & Pacific (all income levels)
#F8766D	1993	1.342	15	East Asia & Pacific (all income levels)
#F8766D	1994	1.355	15	East Asia & Pacific (all income levels)
#F8766D	1995	1.295	15	East Asia & Pacific (all income levels)
#F8766D	1996	1.191	15	East Asia & Pacific (all income levels)
#F8766D	1997	1.127	15	East Asia & Pacific (all income levels)
#F8766D	1998	1.017	15	East Asia & Pacific (all income levels)
#F8766D	1999	0.982	15	East Asia & Pacific (all income levels)
#F8766D	2000	1.035	15	East Asia & Pacific (all income levels)
#F8766D	2001	0.932	15	East Asia & Pacific (all income levels)
#F8766D	2002	0.939	15	East Asia & Pacific (all income levels)
#F8766D	2003	0.901	15	East Asia & Pacific (all income levels)
#F8766D	2004	0.927	15	East Asia & Pacific (all income levels)
#F8766D	2005	0.966	15	East Asia & Pacific (all income levels)
#F8766D	2006	0.984	15	East Asia & Pacific (all income levels)
#F8766D	2007	1.028	15	East Asia & Pacific (all income levels)
#F8766D	2008	1.064	15	East Asia & Pacific (all income levels)
#F8766D	2009	1.055	15	East Asia & Pacific (all income levels)
#F8766D	2010	1.127	15	East Asia & Pacific (all income levels)
#F8766D	2011	1.204	15	East Asia & Pacific (all income levels)
#F8766D	1960	5.666	17	East Asia & Pacific (all income levels)
#F8766D	1961	5.656	17	East Asia & Pacific (all income levels)
#F8766D	1962	5.645	17	East Asia & Pacific (all income levels)
#F8766D	1963	5.634	17	East Asia & Pacific (all income levels)
#F8766D	1964	5.623	17	East Asia & Pacific (all income levels)
#F8766D	1965	5.612	17	East Asia & Pacific (all income levels)
#F8766D	1966	5.599	17	East Asia & Pacific (all income levels)
#F8766D	1967	5.582	17	East Asia & Pacific (all income levels)
#F8766D	1968	5.556	17	East Asia & Pacific (all income levels)
#F8766D	1969	5.521	17	East Asia & Pacific (all income levels)
#F8766D	1970	5.474	17	East Asia & Pacific (all income levels)
#F8766D	1971	5.413	17	East Asia & Pacific (all income levels)
#F8766D	1972	5.338	17	East Asia & Pacific (all income levels)
#F8766D	1973	5.251	17	East Asia & Pacific (all income levels)
#F8766D	1974	5.152	17	East Asia & Pacific (all income levels)
#F8766D	1975	5.043	17	East Asia & Pacific (all income levels)
#F8766D	1976	4.927	17	East Asia & Pacific (all income levels)
#F8766D	1977	4.806	17	East Asia & Pacific (all income levels)
#F8766D	1978	4.682	17	East Asia & Pacific (all income levels)
#F8766D	1979	4.557	17	East Asia & Pacific (all income levels)
#F8766D	1980	4.43	17	East Asia & Pacific (all income levels)
#F8766D	1981	4.301	17	East Asia & Pacific (all income levels)
#F8766D	1982	4.167	17	East Asia & Pacific (all income levels)
#F8766D	1983	4.028	17	East Asia & Pacific (all income levels)
#F8766D	1984	3.887	17	East Asia & Pacific (all income levels)
#F8766D	1985	3.745	17	East Asia & Pacific (all income levels)
#F8766D	1986	3.606	17	East Asia & Pacific (all income levels)
#F8766D	1987	3.472	17	East Asia & Pacific (all income levels)
#F8766D	1988	3.346	17	East Asia & Pacific (all income levels)
#F8766D	1989	3.229	17	East Asia & Pacific (all income levels)
#F8766D	1990	3.122	17	East Asia & Pacific (all income levels)
#F8766D	1991	3.024	17	East Asia & Pacific (all income levels)
#F8766D	1992	2.934	17	East Asia & Pacific (all income levels)
#F8766D	1993	2.849	17	East Asia & Pacific (all income levels)
